F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,T
2,0,0,4,2,4,-2,4,-2,4,0,4,1,136
24,-16,24,-16,-8,-24,0,32,30,4,22,8,1,142
14,0,16,0,16,0,0,0,2,0,-12,0,1,186
6,0,4,0,0,0,-6,0,6,0,-4,0,1,185
91,0,162,0,223,0,-124,0,53,0,210,0,1,51
-6,8,0,0,-4,0,-4,-4,-2,4,-6,0,1,111
6,0,0,0,-2,0,-4,0,6,0,-6,0,1,224
-2,4,0,4,0,4,0,4,0,0,-2,4,1,254
3,0,10,0,11,0,-12,0,9,0,-14,0,1,141
2,0,2,0,0,0,-2,0,0,0,0,0,1,224
2,8,-4,0,2,0,-4,0,4,-4,0,4,1,193
-6,0,0,0,8,0,-6,0,0,0,8,0,1,86
8,16,-8,0,16,8,4,0,6,-12,14,8,1,89
-24,0,-8,0,4,0,12,0,-4,0,0,0,1,134
-2,0,4,0,0,0,0,4,4,0,4,4,1,138
-6,0,0,8,2,0,0,0,2,4,2,4,1,95
2,0,0,4,-2,0,4,4,2,0,0,0,1,49
8,16,16,16,12,0,12,16,16,-8,4,-4,1,88
-6,0,8,0,6,0,-4,0,0,0,-2,0,1,250
-6,8,-4,0,-6,8,8,4,4,4,-4,0,1,223
2,0,0,0,-2,4,4,4,2,0,2,4,1,148
-8,0,-8,0,-4,0,8,0,-8,0,-14,0,1,92
6,0,8,0,-4,0,0,0,-2,4,2,4,1,149
-6,0,8,0,8,0,8,0,-2,0,-4,0,1,186
-6,0,0,8,2,0,0,0,-6,4,2,4,1,95
-6,0,8,0,-4,0,0,0,-2,0,2,0,1,111
6,0,4,0,-6,0,8,0,-2,0,-4,0,1,221
-6,8,0,0,-2,4,-6,0,6,4,2,-4,1,221
-6,0,-6,0,-6,0,8,0,4,0,4,0,1,110
-14,0,16,0,16,0,12,0,-6,0,-4,0,1,150
8,16,8,0,16,16,8,0,6,12,16,4,1,55
40,0,-64,0,-36,0,-48,0,-16,0,-56,0,1,141
-6,0,4,0,8,0,0,0,8,0,6,0,1,224
-6,0,0,0,-4,8,-4,0,2,8,0,4,1,108
-6,0,8,0,0,0,8,0,2,0,2,0,1,110
6,0,0,8,6,8,-4,0,6,0,-4,4,1,250
-6,0,-4,0,-6,0,-4,0,6,0,4,0,1,250
-6,0,8,0,8,0,8,0,2,4,2,4,1,115
40,0,0,0,12,0,8,0,-36,0,-60,0,1,143
-8,0,8,0,-12,0,-4,0,16,0,16,0,1,14
4,0,8,0,4,0,4,0,0,0,2,0,1,21
-6,0,0,0,6,0,0,0,4,0,-2,0,1,250
2,0,0,0,0,0,-4,0,4,0,4,0,1,155
6,0,0,8,-4,8,8,0,-2,4,4,0,1,193
2,0,4,0,2,0,4,0,2,0,0,0,1,250
2,0,8,8,-6,8,4,0,6,8,0,4,1,250
2,0,4,8,0,0,0,0,-6,-4,8,-4,1,186
6,0,8,0,8,8,4,0,-4,8,0,4,1,193
-6,8,4,0,0,0,-4,4,8,-4,4,4,1,109
-6,0,8,8,2,0,8,0,-6,4,2,4,1,95
-2,0,4,0,0,4,4,0,2,4,2,0,1,27
-2,0,8,0,2,0,6,0,-6,0,-4,0,1,193
2,0,0,0,6,0,0,0,4,0,6,0,1,250
-8,16,8,16,-12,16,4,16,4,12,-2,12,1,142
-14,0,12,0,-12,0,4,0,-14,0,0,0,1,153
-24,0,-8,0,4,0,-8,0,-16,0,20,0,1,143
-2,8,8,0,6,-4,-6,8,6,4,2,-4,1,221
-2,0,8,8,4,-4,6,4,6,0,0,0,1,225
6,0,8,8,-6,0,8,0,4,0,4,4,1,223
-6,0,-2,0,4,0,8,0,-6,0,0,0,1,224
64,0,0,0,64,0,24,0,0,0,-16,0,1,2
10,0,12,0,-8,0,-8,0,-12,0,12,0,1,225
-2,0,0,0,0,0,0,0,2,4,0,4,1,86
-15,0,-22,0,27,0,12,0,19,0,2,0,1,87
-2,0,0,0,-6,0,0,0,0,0,4,0,1,250
40,0,48,0,-36,0,-64,0,-44,0,-12,0,1,143
2,0,8,8,-2,0,8,0,6,8,8,4,1,185
6,0,-2,0,0,0,-2,0,-6,0,-6,0,1,224
10,0,8,0,-8,0,0,0,-4,0,-4,0,1,193
2,0,0,0,6,0,6,0,0,0,-4,0,1,250
-8,16,0,16,4,16,-4,-8,16,-12,0,16,1,142
-6,0,8,0,6,0,4,0,4,0,-2,0,1,185
2,8,-4,0,-4,0,0,0,4,-4,6,4,1,98
31,0,2,0,3,0,4,0,5,0,10,0,1,141
8,0,0,0,-8,0,8,0,-2,0,0,0,1,105
-56,0,48,0,60,0,24,0,-56,0,-16,0,1,94
40,0,0,0,-56,0,0,0,18,0,0,0,1,14
-56,0,-16,0,28,0,-64,0,-12,0,-44,0,1,143
-2,0,8,0,0,-4,6,4,-2,0,0,8,1,221
14,0,8,0,-8,0,-12,0,-14,0,0,0,1,152
-8,0,-8,0,-12,0,16,0,-8,0,-6,0,1,88
-6,0,4,0,8,0,4,0,0,0,4,0,1,186
2,8,0,8,4,0,-4,8,6,4,0,4,1,86
15,0,-30,0,23,0,20,0,25,0,-30,0,1,142
-2,0,-2,0,0,0,0,0,0,0,0,0,1,224
2,8,-4,0,4,8,-4,0,6,4,2,4,1,221
8,0,16,0,20,0,-16,0,-8,0,-16,0,1,143
8,0,16,16,4,0,8,16,-12,-4,14,0,1,142
-10,0,-12,0,-4,0,-12,0,14,0,-8,0,1,152
2,0,8,0,2,0,8,0,-4,0,-4,0,1,250
-8,0,-16,0,-4,0,-8,0,8,0,-8,0,1,141
115,0,66,0,79,0,68,0,77,0,-14,0,1,142
-6,0,8,0,-2,0,-4,0,-4,0,4,0,1,225
-4,0,4,0,0,0,2,0,0,0,6,0,1,208
7,0,-10,0,11,0,4,0,-11,0,-10,0,1,143
2,0,-4,0,8,0,4,0,8,0,4,0,1,186
97,0,-98,0,-97,0,100,0,-65,0,-2,0,1,25
-24,0,24,0,4,0,24,0,-24,0,-2,0,1,88
-15,0,6,0,3,0,-12,0,11,0,-2,0,1,89
8,0,8,0,0,0,0,8,-2,-4,6,4,1,92
-8,16,0,16,12,8,-12,8,4,16,8,-8,1,89
47,0,-56,0,27,0,40,0,53,0,-48,0,1,134
2,0,0,0,0,0,0,0,2,4,-2,4,1,114
6,0,0,0,8,8,4,0,8,8,0,4,1,250
2,0,8,0,4,0,2,0,-4,0,0,0,1,86
10,0,4,0,-14,0,12,0,14,0,-12,0,1,250
-10,0,-12,0,4,0,-8,0,8,0,-8,0,1,221
2,0,0,0,0,0,4,0,2,0,4,0,1,150
2,0,4,0,-6,0,-4,0,-6,0,0,0,1,250
6,0,-4,0,2,0,0,0,-6,0,0,0,1,221
-24,0,24,0,-12,0,24,0,-8,0,12,0,1,143
2,0,0,0,2,0,4,4,4,4,0,4,1,136
2,8,-4,0,8,8,-4,0,8,4,2,4,1,98
-2,0,0,8,-2,8,4,0,0,8,8,4,1,223
6,8,8,8,2,0,-4,8,4,4,4,-4,1,250
6,0,8,0,8,8,-4,0,8,8,8,4,1,250
2,0,0,0,4,0,2,0,4,0,0,0,1,86
6,0,0,0,2,0,-2,0,0,0,0,0,1,250
-2,0,-4,0,4,0,-4,0,0,0,4,0,1,250
-2,0,0,0,8,0,2,0,-4,0,0,0,1,193
-14,0,12,0,-8,0,-8,0,10,0,0,0,1,250
2,0,0,0,8,8,8,0,6,-4,-4,4,1,186
-40,0,32,0,44,0,24,0,-4,0,-20,0,1,143
6,0,8,0,-2,0,4,0,-2,0,4,0,1,151
-10,0,12,0,10,0,16,0,10,0,4,0,1,154
6,0,0,0,0,0,8,0,8,0,-2,0,1,250
6,0,0,0,0,0,4,0,8,0,-2,0,1,250
-6,0,8,0,0,8,-4,0,0,4,2,4,1,112
6,0,0,0,2,0,8,0,-4,0,-2,0,1,250
-2,8,-4,8,-2,0,0,0,4,-4,6,4,1,114
-6,0,0,0,-2,0,4,0,8,0,0,0,1,150
6,8,0,0,6,0,4,0,4,-4,4,0,1,186
-6,0,0,8,-6,0,0,0,-6,0,-4,4,1,250
10,0,12,0,4,0,4,0,14,0,-12,0,1,225
-6,0,-4,0,-6,4,-2,0,-4,8,2,4,1,145
10,0,-12,0,6,0,8,0,10,0,-12,0,1,225
24,16,-24,16,-28,24,4,-16,-4,-8,-30,28,1,104
-2,0,8,0,0,0,8,0,0,0,-6,0,1,250
-7,0,2,0,3,0,4,0,-1,0,-6,0,1,9
-6,0,4,0,8,0,0,0,6,0,-4,0,1,186
6,8,4,0,0,0,0,0,-2,-4,-2,4,1,225
-2,0,0,0,0,0,0,0,8,0,4,4,1,193
-10,0,-12,0,12,0,4,0,10,0,4,0,1,221
6,8,-4,0,0,0,8,0,6,-4,-2,4,1,225
-6,0,4,0,8,0,8,0,6,0,-4,0,1,186
-2,8,-4,0,-4,4,-2,4,2,8,2,8,1,136
4,0,0,0,0,0,-2,0,0,0,4,0,1,158
-40,0,16,0,-60,0,-16,0,-56,0,40,0,1,143
8,0,-8,0,-12,0,8,0,-12,0,0,0,1,143
-2,0,0,0,0,0,-2,0,4,0,0,0,1,193
6,0,8,0,6,0,-4,0,-4,0,4,0,1,221
-14,0,4,0,-6,0,12,0,-2,0,4,0,1,250
2,0,8,0,-6,0,8,0,0,0,0,0,1,185
-6,0,0,0,-4,8,4,0,4,-4,6,4,1,147
-8,16,-8,0,16,0,-8,0,14,-12,4,-8,1,89
2,0,0,0,4,0,0,0,2,0,0,4,1,223
-8,0,8,0,8,0,16,-8,-6,12,14,-8,1,94
2,4,0,4,4,0,4,0,2,4,-2,0,1,254
1,0,6,0,3,0,12,0,-5,0,-26,0,1,58
-6,0,-4,0,-2,0,4,0,8,0,0,0,1,155
2,0,8,8,2,0,0,0,0,0,-4,4,1,223
-2,0,4,4,0,0,-2,4,4,4,4,4,1,52
-2,8,-4,0,0,8,-4,0,-2,4,2,4,1,225
8,16,-8,16,0,16,4,0,6,-12,-4,-12,1,141
-2,0,4,0,4,0,4,0,4,0,2,0,1,224
-6,0,8,0,-4,8,-4,0,-4,-4,-2,4,1,147
-2,0,4,0,0,4,4,4,4,0,-2,4,1,139
-6,0,8,0,-2,0,4,0,0,0,-2,0,1,250
-6,0,8,0,-2,0,8,0,0,0,-2,0,1,185
8,0,0,0,-4,8,0,8,4,4,-2,4,1,61
-24,0,-16,0,4,0,24,0,20,0,28,0,1,142
-6,0,0,0,0,0,4,0,4,0,4,0,1,155
5,0,-6,0,-5,0,12,0,-1,0,2,0,1,143
-8,0,-8,0,-12,0,0,0,0,0,-10,0,1,88
8,16,16,16,-4,0,16,0,4,16,2,-8,1,92
24,0,24,0,28,0,8,0,-4,0,-26,0,1,143
2,0,2,0,-2,0,-2,0,-2,0,2,0,1,137
6,0,8,0,6,0,-2,0,4,0,4,0,1,250
24,0,-24,0,12,0,-16,0,-16,0,-20,0,1,142
-6,8,4,0,-6,0,8,-4,-2,8,-4,-4,1,223
-2,8,4,0,4,0,8,0,0,4,-6,4,1,95
-2,8,4,0,-6,0,4,-4,2,4,6,0,1,225
2,0,8,0,4,0,8,0,6,8,0,4,1,109
-10,0,12,0,12,0,16,0,4,0,-12,0,1,152
-2,0,0,8,6,0,0,0,4,8,0,4,1,223
-2,4,0,4,2,0,-2,0,0,0,0,0,1,113
8,0,8,0,-4,0,0,8,8,0,6,-6,1,26
10,0,4,0,2,0,4,0,-6,0,16,0,1,250
-2,8,0,8,8,4,-2,-4,-4,-4,0,0,1,108
24,-16,0,16,28,-24,0,-8,4,-4,-2,-20,1,92
-13,0,-6,0,-5,0,-12,0,9,0,2,0,1,141
9,0,-18,0,-13,0,-28,0,-13,0,-26,0,1,89
-2,0,8,0,4,0,-2,0,-4,0,4,0,1,86
8,0,-8,0,4,0,8,0,0,0,14,0,1,88
2,0,4,0,-6,0,4,0,-6,0,8,0,1,250
-9,0,14,0,3,0,20,0,13,0,-2,0,1,134
6,8,4,8,8,-4,0,-4,0,0,6,4,1,139
-2,0,0,0,-2,0,4,0,0,0,0,0,1,151
8,0,0,8,8,0,0,0,-2,8,2,-4,1,88
27,0,26,0,-21,0,20,0,-15,0,-30,0,1,141
-5,0,-4,0,7,0,0,0,1,0,-4,0,1,135
24,0,-8,0,20,0,32,0,-8,0,-2,0,1,88
-2,0,0,0,-2,0,-4,0,-6,0,8,0,1,221
2,0,0,0,-2,4,4,0,-2,4,-2,0,1,48
-6,0,0,8,-2,8,4,0,-6,4,2,4,1,62
8,0,0,0,-4,8,0,8,4,0,-2,4,1,6
6,0,8,0,2,0,-4,0,6,0,-6,0,1,140
6,0,-4,8,0,0,4,0,8,-4,4,0,1,186
2,8,8,8,-2,4,-6,0,2,8,6,-4,1,221
-6,8,-4,0,8,0,8,0,-4,0,-4,4,1,250
-2,8,4,8,-6,8,-4,0,4,4,-6,4,1,140
-6,8,-4,0,-4,0,8,0,-2,-4,-2,4,1,221
2,0,0,0,-2,4,0,0,-2,4,-2,0,1,139
24,0,-8,0,-28,0,20,0,-28,0,16,0,1,134
3136,0,3136,0,-144,0,288,0,92,0,-12,0,1,87
13,0,-6,0,11,0,-4,0,-9,0,-14,0,1,143
10,0,-12,0,4,0,12,0,6,0,-12,0,1,225
-7,0,18,0,-21,0,-12,0,27,0,2,0,1,87
6,0,8,0,4,0,-6,0,-6,0,0,0,1,186
-2,0,8,0,8,0,8,0,0,0,8,0,1,86
6,0,0,0,-2,0,2,0,2,0,4,0,1,193
6,0,0,0,-6,0,8,0,4,0,-2,0,1,250
-6,0,8,8,-2,8,4,0,-6,4,-6,4,1,95
-6,0,8,0,6,0,4,0,-4,0,0,0,1,150
-2,4,4,0,-2,4,-2,4,0,4,2,4,1,108
-3,0,2,0,3,0,4,0,-1,0,2,0,1,143
-2,0,0,0,6,0,4,0,-2,0,-6,0,1,224
-1,0,0,0,-3,0,2,0,-1,0,-2,0,1,208
8,-16,8,16,28,0,24,8,-18,-12,-18,24,1,99
-19,0,-6,0,-21,0,-4,0,7,0,18,0,1,143
-2,0,8,8,2,8,4,0,-6,8,0,4,1,185
6,0,0,4,0,0,6,4,2,4,2,0,1,48
-14,0,-4,0,-10,0,4,0,8,0,0,0,1,155
-10,0,8,0,-10,0,12,0,-6,0,0,0,1,221
-24,0,-8,0,12,0,8,0,-20,0,-6,0,1,143
-8,0,-8,0,-4,0,-8,0,0,0,0,0,1,142
-8,0,8,0,-4,0,-8,0,-8,0,6,0,1,92
8,0,0,0,12,0,8,0,-4,0,-12,0,1,143
24,16,-24,16,8,32,-24,-8,-18,-28,-26,-16,1,25
-2,8,8,8,0,8,-4,-4,-6,4,-2,-4,1,146
2,0,8,0,0,8,4,0,0,-4,6,4,1,147
-6,0,0,0,0,0,-4,0,-6,0,4,0,1,150
2,0,4,0,4,4,0,0,-2,0,2,4,1,22
8,0,24,0,20,0,24,0,8,0,-20,0,1,143
24,0,-8,0,4,0,-24,0,8,0,20,0,1,143
-2,8,-4,0,4,0,8,0,0,4,2,4,1,95
-6,0,0,0,-4,8,4,0,0,0,4,4,1,250
-24,0,16,0,20,0,16,0,8,0,8,0,1,143
6,0,4,0,4,0,8,0,-6,0,4,0,1,250
14,0,16,0,-10,0,8,0,-10,0,8,0,1,185
-6,0,8,0,8,0,0,0,2,0,0,0,1,185
3,0,0,0,1,0,-2,0,-1,0,2,0,1,208
6,0,-4,0,4,0,4,0,-4,0,-2,0,1,224
6,8,8,8,-2,8,-4,8,-2,4,8,4,1,186
-6,0,0,4,6,4,6,4,2,0,0,0,1,145
2,0,-4,0,0,0,0,0,4,0,4,0,1,225
2,0,0,0,6,0,0,0,8,0,-2,0,1,185
2,0,0,0,-2,0,4,4,2,4,0,4,1,138
6,0,8,0,-4,0,0,0,2,0,6,0,1,137
2,8,4,0,2,4,6,8,6,4,0,-4,1,145
-3,0,2,0,1,0,-2,0,-3,0,0,0,1,159
-6,0,6,0,4,0,2,0,-2,0,6,0,1,224
-24,16,8,32,-24,24,8,8,-18,32,16,8,1,7
-6,0,-4,0,-2,0,0,0,6,0,8,0,1,225
-8,16,-8,16,12,16,-4,-8,-12,-12,0,0,1,87
-6,0,4,0,8,0,0,0,2,0,0,0,1,250
14,0,-4,0,4,0,16,0,4,0,-4,0,1,152
-8,0,8,0,-12,0,16,0,4,0,0,0,1,143
2,0,8,0,8,0,-4,0,6,0,8,0,1,153
24,-16,-16,32,16,16,4,32,-14,20,16,-4,1,55
13,0,-14,0,11,0,-4,0,-9,0,-6,0,1,143
24,16,-8,-16,0,-24,-12,0,6,-8,-30,12,1,141
24,0,24,0,4,0,-24,0,8,0,20,0,1,143
2,8,4,0,4,8,4,0,-2,4,2,4,1,221
56,0,-48,0,-12,0,8,0,-28,0,-36,0,1,142
6208,0,5056,0,2544,0,-3296,0,-260,0,-4,0,1,25
2,0,4,0,2,0,4,0,2,0,-4,0,1,193
2,0,0,8,-2,0,8,0,4,8,0,4,1,112
6,0,0,0,0,0,8,0,2,0,6,0,1,224
-10,0,4,0,-12,0,4,0,12,0,4,0,1,186
10,0,8,0,8,0,-12,0,6,0,8,0,1,153
-40,0,-64,0,-36,0,48,0,-16,0,-56,0,1,141
-1,0,12,0,43,0,-16,0,21,0,4,0,1,134
-14,0,0,0,-10,0,-4,0,-6,0,4,0,1,150
6,0,8,8,2,0,0,0,-4,0,4,4,1,223
-6,0,0,0,4,0,0,0,-6,8,8,4,1,223
2,0,4,0,4,0,0,4,4,0,-2,0,1,146
2,0,8,0,8,0,0,0,6,0,-4,4,1,109
6,0,0,0,0,8,4,0,-4,8,0,4,1,193
-8,0,8,0,12,0,8,0,16,0,6,0,1,92
-6,0,8,0,8,0,0,0,-6,0,-6,0,1,137
-24,0,-24,0,-4,0,-12,0,20,0,24,0,1,134
14,0,-12,0,12,0,-8,0,-4,0,-12,0,1,152
-6,0,0,0,4,0,0,0,8,0,-6,0,1,186
-56,0,64,0,28,0,-32,0,-48,0,24,0,1,141
-2,0,0,0,0,0,4,4,2,0,-2,0,1,146
2,0,8,8,6,0,8,0,4,8,0,4,1,138
-2,8,-4,0,4,8,4,0,-6,4,2,4,1,225
8,16,16,16,0,8,12,16,-14,-4,0,-12,1,141
10,0,-8,0,-10,0,4,0,12,0,-8,0,1,150
2,0,8,0,0,0,0,0,8,-4,6,4,1,138
6,0,8,0,6,0,-4,0,-6,0,2,0,1,140
2,0,4,0,0,0,0,0,4,0,0,0,1,225
-2,8,-4,0,8,0,8,0,6,4,2,4,1,221
6,0,-4,0,6,0,2,0,2,0,0,0,1,193
2,0,0,0,0,0,4,0,-2,0,0,0,1,153
2,0,0,0,0,0,0,0,-2,0,0,0,1,86
-6,0,8,8,4,8,-4,8,6,4,8,0,1,185
-8,16,8,16,12,16,12,16,12,-12,-6,-14,1,142
6,0,0,8,2,0,8,0,-4,0,4,4,1,223
-2,0,8,0,8,0,-4,0,6,0,-4,0,1,151
2,0,8,0,2,8,8,8,-2,4,0,0,1,250
8,32,-8,16,-20,16,32,8,-18,8,-2,32,1,88
-2,0,0,0,-4,8,-4,0,6,8,8,4,1,136
-6,0,-4,0,4,8,0,8,-4,-4,8,4,1,250
-2,0,8,8,6,8,4,0,0,8,0,4,1,223
-2,0,0,0,4,0,4,4,2,4,4,4,1,223
6,0,-4,0,4,0,-4,0,6,0,0,0,1,152
-2,8,-4,0,2,8,8,0,2,4,4,4,1,186
2,0,0,0,0,0,0,0,-2,0,-4,4,1,136
2,0,8,8,6,8,4,0,6,0,4,4,1,250
24,0,32,0,28,0,32,0,16,0,-8,0,1,141
-6,0,-4,0,0,0,4,0,8,0,4,0,1,186
8,0,8,0,4,0,-4,0,0,4,2,8,1,141
2,0,4,0,2,0,-4,0,2,0,-4,0,1,193
8,16,16,0,-12,8,4,0,16,-8,-8,4,1,60
2,0,0,0,0,4,4,4,-2,0,2,4,1,148
-6,0,8,0,-4,0,-6,0,-4,0,0,0,1,86
6,8,0,8,0,-4,0,0,0,0,-6,0,1,103
10,0,8,0,8,0,0,0,16,0,8,0,1,86
-2,0,0,0,0,0,-4,8,-6,-4,0,0,1,193
2,0,8,0,-2,0,2,0,4,0,0,0,1,250
2,0,0,8,8,-4,6,-4,4,4,-2,0,1,221
-24,0,-24,0,12,0,-28,0,24,0,32,0,1,134
-6,0,8,8,2,0,0,0,8,0,-4,4,1,223
6,0,0,0,0,0,-4,0,-6,0,4,0,1,54
-2,0,-2,0,2,0,-2,0,4,0,0,0,1,111
8,0,-8,0,12,0,-8,0,8,0,8,0,1,142
-2,0,0,0,4,0,0,0,-4,-4,6,4,1,147
-2,4,-2,0,4,4,4,0,0,0,-2,4,1,24
-6,0,0,0,0,0,0,0,8,0,4,4,1,193
-6,0,8,0,0,0,8,0,2,-4,6,4,1,115
10,0,-4,0,16,0,0,0,10,0,8,0,1,250
-4,0,0,0,0,0,-2,0,0,0,0,0,1,42
-6,0,0,0,0,0,8,0,2,0,0,0,1,185
-14,0,-4,0,-12,0,4,0,-14,0,-8,0,1,153
6,0,0,0,0,8,-4,0,8,8,8,4,1,250
-6,0,4,8,0,-4,2,8,-2,-4,6,-4,1,145
-2,0,0,0,4,0,4,0,2,0,-2,0,1,110
-2,0,0,0,4,0,0,0,2,0,-2,0,1,137
4,0,4,0,4,0,-4,0,2,0,8,0,1,106
-2,0,0,0,-4,0,-4,0,8,0,2,0,1,186
6,0,8,0,2,0,-4,0,8,0,6,0,1,250
-8,0,-8,0,-12,0,16,0,8,0,-2,0,1,88
8,0,8,0,4,0,8,0,0,0,6,0,1,88
2,4,-2,0,-2,0,-2,4,4,0,-2,0,1,22
14,0,-4,0,-12,0,-12,0,0,0,-12,0,1,250
8,0,-8,0,12,0,8,0,0,0,0,0,1,142
56,0,-48,0,4,0,32,0,56,0,0,0,1,143
-17,0,-14,0,-21,0,-28,0,-3,0,10,0,1,134
-6,8,8,8,2,-4,2,4,-2,4,6,-4,1,221
-6,0,0,0,-6,-4,-6,-4,-2,-4,0,-4,1,145
10,0,8,0,14,0,4,0,14,0,0,0,1,225
2,0,0,0,-2,0,2,0,4,0,0,0,1,250
-8,0,-16,0,-4,0,-16,0,-12,0,-12,0,1,104
6,0,8,0,4,8,4,0,0,0,-4,4,1,250
-2,0,4,0,4,0,-4,0,-4,0,6,0,1,224
2,8,-4,0,0,-4,-2,8,-6,-4,-2,0,1,108
2,0,0,0,-2,0,0,0,4,0,6,0,1,250
10,0,12,0,14,0,12,0,-8,0,16,0,1,155
8,0,0,0,8,0,8,0,-6,0,12,0,1,29
-48,0,-16,0,-32,0,-60,0,20,0,-52,0,1,19
2,0,0,0,-2,4,0,4,2,0,2,0,1,148
-2,0,0,0,-6,0,0,0,0,0,6,0,1,185
-10,0,12,0,14,0,-12,0,2,0,-12,0,1,250
14,0,-8,0,8,0,8,0,-14,0,12,0,1,186
8,0,-16,0,-16,0,-16,0,-6,0,-4,0,1,105
6,0,8,0,2,0,4,0,-4,0,-2,0,1,185
2,4,0,4,0,0,2,0,0,0,-2,0,1,101
-6,0,0,8,6,0,0,0,4,8,0,4,1,112
10,0,12,0,14,0,-12,0,-4,0,12,0,1,155
-6,0,4,0,6,0,8,0,-2,0,8,0,1,225
6,0,8,8,-2,8,-4,0,6,0,4,4,1,250
6,0,0,0,4,0,-4,0,0,0,6,0,1,186
14,0,8,0,-8,0,0,0,0,0,0,0,1,86
-2,0,8,0,4,0,4,0,2,0,-2,0,1,137
2,0,0,0,2,0,0,4,0,4,0,4,1,136
-2,0,8,0,4,0,0,0,2,0,-2,0,1,110
-2,0,4,0,-4,0,0,0,-4,0,4,0,1,152
-2,0,-2,4,4,0,-2,4,2,4,4,-2,1,149
6,8,0,0,0,8,-4,0,0,4,-4,8,1,186
2,0,0,0,0,0,8,0,2,0,4,0,1,193
-6,0,0,0,-4,0,8,0,0,8,8,4,1,193
8,0,0,0,-8,8,-4,-8,14,0,8,12,1,141
8,0,24,0,-4,0,16,0,-12,0,-16,0,1,141
-6,0,0,0,-6,0,-6,0,-6,0,-4,0,1,193
-13,0,-8,0,-29,0,24,0,-23,0,-16,0,1,134
-2,0,4,0,6,0,8,0,8,0,-6,0,1,224
-2,0,8,8,-2,8,-4,0,6,0,-4,4,1,250
-6,0,0,8,-2,8,-4,0,-6,4,-6,4,1,63
-1,0,2,0,1,0,2,0,3,0,4,0,1,208
-2,0,8,0,-2,0,-4,0,-2,0,-6,0,1,224
-6,0,0,0,4,0,4,0,-6,0,-2,0,1,224
2,0,0,0,-2,0,-2,0,-2,0,0,0,1,193
-23,0,-22,0,27,0,28,0,-5,0,18,0,1,87
6,0,8,0,2,0,8,0,0,0,-2,0,1,185
6,0,8,0,6,8,4,4,8,8,0,-4,1,108
2,0,8,8,6,8,-4,0,2,0,4,4,1,185
6,0,8,0,8,0,0,0,0,0,0,0,1,86
-2,0,-6,0,-4,0,-4,0,-6,0,0,0,1,224
-2,4,0,4,0,0,-2,0,4,0,4,2,1,112
-25,0,-150,0,-121,0,-28,0,113,0,106,0,1,142
-14,0,12,0,8,0,-12,0,-8,0,12,0,1,186
6,0,-4,0,4,8,8,4,6,-4,-2,4,1,221
2,0,0,0,-4,8,-4,0,-6,8,0,4,1,108
2,0,0,0,-2,0,4,0,0,0,4,0,1,225
2,8,8,8,-2,8,8,4,0,8,-4,0,1,109
1,0,-2,0,1,0,2,0,1,0,0,0,1,158
-6,0,8,0,-6,0,4,0,6,0,-6,0,1,140
2,4,2,4,-2,4,0,0,2,0,4,0,1,22
-1,0,8,0,-1,0,16,0,5,0,0,0,1,135
-6,0,8,0,8,0,8,0,8,0,4,4,1,193
-8,0,0,0,-8,-8,-4,16,10,-12,2,-8,1,134
-14,0,8,0,6,0,-12,0,2,0,-12,0,1,150
2,0,4,0,4,4,2,4,4,4,4,0,1,109
-24,0,24,0,28,0,0,0,12,0,4,0,1,141
6,0,2,0,4,0,-4,0,-6,0,0,0,1,224
-2,0,-2,0,-2,0,0,0,4,0,4,0,1,110
-2,0,-6,0,2,0,-2,0,-2,0,6,0,1,114
8,0,0,16,12,-8,0,-8,-8,16,14,16,1,88
7,0,6,0,-5,0,4,0,5,0,6,0,1,143
-40,0,48,0,-28,0,64,0,-40,0,64,0,1,143
8,0,0,8,-4,0,0,8,0,8,-2,-6,1,99
6,8,8,8,0,8,4,8,-2,-4,-4,0,1,193
2,0,4,0,0,0,-2,0,2,0,4,0,1,185
-2,0,0,0,0,0,4,0,2,0,0,0,1,152
-121,0,-110,0,7,0,84,0,-111,0,-78,0,1,142
-10,0,0,0,-2,0,4,0,-6,0,16,0,1,221
3,0,-14,0,-5,0,20,0,25,0,-22,0,1,141
2,0,0,0,8,0,-6,0,0,0,8,0,1,86
-6,0,-4,8,-2,0,0,-4,8,8,6,8,1,146
-8,16,8,16,12,0,-8,-8,4,16,-4,-8,1,142
-8,0,0,0,-4,0,-16,0,-16,0,8,0,1,141
-3,0,2,0,-5,0,-4,0,-9,0,10,0,1,143
10,0,-8,0,-8,0,-12,0,-12,0,4,0,1,155
-13,0,-2,0,19,0,-12,0,-15,0,-2,0,1,143
2,0,8,0,0,8,-4,0,0,-4,6,4,1,147
-15,0,-2,0,3,0,-12,0,-5,0,6,0,1,89
2,0,0,0,2,0,-6,0,0,0,0,0,1,250
-7,0,-18,0,-1,0,-28,0,7,0,-18,0,1,58
-2,0,4,0,2,0,-4,0,-4,0,4,0,1,154
-2,0,0,0,6,0,4,0,8,0,0,0,1,151
-4,0,0,0,4,0,2,0,2,0,4,0,1,208
24,-16,16,32,4,8,32,8,-24,-4,26,0,1,141
-9,0,-6,0,11,0,4,0,5,0,2,0,1,143
-2,0,0,0,0,0,0,4,2,4,0,4,1,223
-6,0,8,0,2,0,8,0,2,0,-2,0,1,114
-2,0,0,0,0,8,-4,0,-2,0,-4,4,1,109
